ylogistic,xlorenz,ylorenz,zlorenz,tent
9.412190166987836060e-01,-1.195207634230265903e+01,-5.678035284664547433e+00,3.745225789540508288e+01,3.030131825649968746e-01
2.102379613527623481e-01,-1.069726813077503635e+01,-3.304992419510964119e+00,3.681209036491545561e+01,5.448152675977284698e-01
6.309442516441876592e-01,-9.218812988522222085e+00,-1.353586702598347458e+00,3.555586668042038667e+01,1.191437321199637633e-01
8.848436912531059129e-01,-7.645767731337446804e+00,6.660746931365468804e-02,3.390912304429805602e+01,1.082945012970764065e+00
3.872022665501995142e-01,-6.103292691207226284e+00,9.688709657793131980e-01,3.209045117714460815e+01,-6.026689484165800303e-01
9.016513510486334759e-01,-4.688859959809918543e+00,1.448797961927860589e+00,3.026069438601362194e+01,3.229037302777248986e-02
3.369695303630680927e-01,-3.461328375462362494e+00,1.631823590448230110e+00,2.851092647035547500e+01,1.826730233017151317e+00
8.490000506858533802e-01,-2.442697982280243707e+00,1.634556804431590127e+00,2.687737817932250195e+01,-1.466565968478123594e+00
4.871560655608327406e-01,-1.627247024937876985e+00,1.547021147218304415e+00,2.536406343759648507e+01,-1.057857450039020097e+00
9.493731267228651127e-01,-9.923933905066406602e-01,1.430294325692016422e+00,2.396096567640480046e+01,-5.718204476062923591e-01
1.826424133214000767e-01,-5.078558472669092438e-01,1.321522219842869328e+00,2.265465921429062490e+01,7.814576306275522466e-02
5.672798162746327533e-01,-1.419802338449535073e-01,1.240798523972876044e+00,2.143298786712898618e+01,1.313211802263160255e+00
9.327990200237963325e-01,1.345755177186124252e-01,1.197334835127665142e+00,2.028637180359034531e+01,-8.790624743154101806e-01
2.382030314124778392e-01,3.471273812004229686e-01,1.194149448585526185e+00,1.920765461317192546e+01,-3.463128047083029459e-01
6.895569195058589562e-01,5.165317946774435898e-01,1.231307736188600677e+00,1.819153680655307781e+01,4.572527091939032617e-01
8.134590622163072604e-01,6.594869829796750071e-01,1.308009243391604404e+00,1.723404170209905573e+01,2.588238807222723592e-01
5.766249819949981203e-01,7.891914350620609087e-01,1.423849245659126073e+00,1.633214511271311764e+01,6.431790253979597916e-01
9.276887261102116922e-01,9.161229971814739415e-01,1.579535683597819817e+00,1.548357116595829375e+01,-2.652912459037748416e-02
2.549129435212524331e-01,1.048805534464743117e+00,1.777276735874881552e+00,1.468672168306610537e+01,1.951288114483851199e+00
7.217428720370160367e-01,1.194499774746770715e+00,2.020992000770778674e+00,1.394071021350646689e+01,-1.605192098297775871e+00
7.631543750629470324e-01,1.359798219951572351e+00,2.316448530416685081e+00,1.324548715857983616e+01,-1.216772262100006774e+00
6.868491445638731374e-01,1.551128282044594853e+00,2.671382765768666623e+00,1.260205922855431204e+01,-7.646391368140089684e-01
8.173321092678454969e-01,1.775179178789409118e+00,3.095638738770032816e+00,1.201282255023442147e+01,-1.952497508499156931e-01
5.673412632249565934e-01,2.039271090785534035e+00,3.601328054723340610e+00,1.148204494957095534e+01,8.091123296703420786e-01
9.327675862156150632e-01,2.351682483573095173e+00,4.202993257893570700e+00,1.101655090273581550e+01,-2.547307861289637154e-01
2.383064220202187056e-01,2.721944638437190367e+00,4.917726987789528437e+00,1.062668363371985514e+01,6.528704547835916250e-01
6.897625907277324941e-01,3.161101108307657892e+00,5.765156554735124672e+00,1.032764278540902758e+01,-4.038780579215972555e-02
8.131626048091364911e-01,3.681912197593151248e+00,6.767135583189469727e+00,1.014132002568202040e+01,1.690293024860249460e+00
5.773308952067950361e-01,4.298956874712414944e+00,7.946874704132758538e+00,1.009876960524255196e+01,-1.313273019156299348e+00
9.272757440567594989e-01,5.028540440596483307e+00,9.327069559477170202e+00,1.024343399246581043e+01,-8.791345775053052147e-01
2.562546664548216446e-01,5.888246264372620331e+00,1.092632037338775675e+01,1.063514844230938117e+01,-3.464060840746876480e-01
7.242352070248090357e-01,6.895861086175647969e+00,1.275276441223913970e+01,1.135467782782499313e+01,4.570716657470621502e-01
7.589305733360558470e-01,8.067241751388346316e+00,1.479338571267352265e+01,1.250792084737150489e+01,2.591253265149444651e-01
6.952288411290733494e-01,9.412470543645381937e+00,1.699708495353800330e+01,1.422766811282512478e+01,6.424696569432744031e-01
8.051656584473162459e-01,1.092939342562390692e+01,1.924977661857407440e+01,1.666855037586807597e+01,-2.551165269334298991e-02
5.961208994367804825e-01,1.259347006421394077e+01,2.134169850669811197e+01,1.998732866288388976e+01,1.976649928337978368e+00
9.148909362275644552e-01,1.434311575271077466e+01,2.293301126893128483e+01,2.429665862613505567e+01,-1.633281071503445814e+00
2.958889419376171670e-01,1.606109485595487740e+01,2.353670012349561702e+01,2.957945353651122744e+01,-1.248705854266062509e+00
7.916869687112874088e-01,1.755621590946302391e+01,2.255861105961610136e+01,3.556238614682318655e+01,-8.027193012520011939e-01
6.266911066792776319e-01,1.855669493949363869e+01,1.945210115873657841e+01,4.158660247993036307e+01,-2.462446684564228994e-01
8.890075812558435597e-01,1.873577618334222805e+01,1.402061038587713782e+01,4.658798449036432032e+01,6.733301633027618527e-01
3.749577865568173851e-01,1.779274302384920858e+01,6.774991835941543528e+00,4.935703234708430642e+01,-6.939648581823398832e-02
8.905848904574722447e-01,1.558919278626767557e+01,-9.605117668514111529e-01,4.913557106308482503e+01,1.378947477822529688e+00
3.702850847160327197e-01,1.227925187564385823e+01,-7.531031370520178569e+00,4.621553521091512806e+01,-9.561358274468350071e-01
8.860613548609180823e-01,8.317195226411051578e+00,-1.185387364119950249e+01,4.190119804469313181e+01,-4.448588925603103039e-01
3.836351950752186490e-01,4.282981452888940943e+00,-1.392917572874983989e+01,3.769464785704820997e+01,2.796006239443153962e-01
8.985450822643068491e-01,6.405500165611845986e-01,-1.448103215345538253e+01,3.449109861200031446e+01,5.955981166200690069e-01
3.464149061311601607e-01,-2.383766417442128915e+00,-1.427456897685461712e+01,3.246605684497925637e+01,4.271481879207961185e-02
8.603641519769387180e-01,-4.761926929324626911e+00,-1.377615687080854201e+01,3.141507857625677502e+01,1.656944170891736068e+00
4.565231762857788755e-01,-6.564772917621409576e+00,-1.317538664063163623e+01,3.105162876657048798e+01,-1.275544201453426174e+00
9.428171100389456383e-01,-7.886895662223454728e+00,-1.251121391019067630e+01,3.112541032697225063e+01,-8.345734554251570403e-01
2.048694268156739662e-01,-8.811759311816899753e+00,-1.176799392897754615e+01,3.143888121721571594e+01,-2.883273408791106052e-01
6.190121901331864240e-01,-9.403006235249028677e+00,-1.092658217863733938e+01,3.183607548733233017e+01,5.763454837671956321e-01
8.961771746788685933e-01,-9.707721423926690463e+00,-9.986637700539155560e+00,3.219300586845503176e+01,7.135688080379554155e-02
3.535658558011831043e-01,-9.763504679249184193e+00,-8.972814288531347771e+00,3.241499549064112529e+01,1.363465202407798227e+00
8.685167573684883235e-01,-9.605366601105616908e+00,-7.931241420125947350e+00,3.243831801698245698e+01,-9.380449803818050603e-01
4.339425182467358533e-01,-9.270541564909683174e+00,-6.919983158815256274e+00,3.223192401825372144e+01,-4.219271223720059139e-01
9.334183545967853490e-01,-8.800429883690798150e+00,-5.996938945423736733e+00,3.179592790065895969e+01,3.188410341888158195e-01
2.361644136147378892e-01,-8.239731696037384978e+00,-5.208884219849366559e+00,3.115565789341000524e+01,5.119395246888561735e-01
6.854849767556306928e-01,-7.633562200799781650e+00,-4.584671048128759807e+00,3.035241897390710619e+01,1.702723976006604856e-01
8.192622289122599710e-01,-7.023783970265577103e+00,-4.133830895972955055e+00,2.943357072762066196e+01,8.864599047424345235e-01
5.626721909219076778e-01,-6.445793355407052339e+00,-3.849772456115416741e+00,2.844448299247269674e+01,-3.558715619065463409e-01
9.350743466431821194e-01,-5.926589175548725663e+00,-3.715476096603669287e+00,2.742374065388997550e+01,4.388508890524959183e-01
2.306991889934311701e-01,-5.484366559759714654e+00,-3.709471622730885265e+00,2.640154316067200213e+01,2.897780893825875337e-01
6.744128781265763539e-01,-5.129387572353948599e+00,-3.810612655012861172e+00,2.540034290121115390e+01,5.731834906053266954e-01
8.344045621856951422e-01,-4.865632588885731025e+00,-4.001093378210788920e+00,2.443658013039344468e+01,7.609844829473366712e-02
5.250596373996955224e-01,-4.692724746750742248e+00,-4.267837347555385463e+00,2.352265286341640760e+01,1.327853790079165819e+00
9.476136553789038519e-01,-4.607747266911671247e+00,-4.602699754757066053e+00,2.266866709608713748e+01,-8.962903507660793245e-01
1.886396589696764103e-01,-4.606737764480750563e+00,-5.001954452001939444e+00,2.188383306193709643e+01,-3.685395596235856441e-01
5.816080045272262744e-01,-4.685781101984987984e+00,-5.465426907110760624e+00,2.117754914803878208e+01,4.149104922392541361e-01
9.246925076689198608e-01,-4.841710263010142512e+00,-5.995488594395370185e+00,2.056027574245577938e+01,3.310704384698139879e-01
2.646178409335608883e-01,-5.072465929287187869e+00,-6.595998608341810510e+00,2.004429607604302532e+01,4.872467028614191342e-01
7.394619089342419072e-01,-5.377172465098112752e+00,-7.271179378130336879e+00,1.964442651619618729e+01,2.096668173554430137e-01
7.321003778443615495e-01,-5.755973847704557222e+00,-8.024342983912005067e+00,1.937869147948315884e+01,7.681396889519516158e-01
7.452917754971174480e-01,-6.209647674946046969e+00,-8.856336651775512436e+00,1.926891943445223987e+01,-1.999707410683262410e-01
7.213613905191924580e-01,-6.738985470311940063e+00,-9.763548601412407990e+00,1.934113833724619980e+01,7.954327355387853515e-01
7.637967121921563907e-01,-7.343898096532033293e+00,-1.073531648807893824e+01,1.962553920253179029e+01,-2.365469095702650293e-01
6.855629196191126429e-01,-8.022181774841413926e+00,-1.175063389251753776e+01,2.015562518484619758e+01,6.973590850866961954e-01
8.191523308772367118e-01,-8.767872198376638337e+00,-1.277420122821022375e+01,2.096597292942882618e+01,-1.030603827950586915e-01
5.629388008433818813e-01,-9.569138004343354709e+00,-1.375218621153981324e+01,2.208783898263181911e+01,1.161867897999490973e+00
9.349470879239090149e-01,-1.040574764578264677e+01,-1.460862818089091952e+01,2.354175225795116688e+01,-6.986804554523398103e-01
2.311199166847431596e-01,-1.124632375280430097e+01,-1.524428363619590954e+01,2.532646610355550010e+01,-1.048995150727021208e-01
6.752733030262459968e-01,-1.204591572948262268e+01,-1.554074651874221580e+01,2.740456422774392564e+01,1.152241555520742811e+00
8.332612231358249577e-01,-1.274488188733454130e+01,-1.537338297106569307e+01,2.968703792769129990e+01,-6.870486600856399173e-01
5.279604371852527622e-01,-1.327058210408077166e+01,-1.463589332908679452e+01,3.202236824171428253e+01,-8.866737183956019397e-02
9.470292130191562130e-01,-1.354364434908197623e+01,-1.327559210241473053e+01,3.419904508396047760e+01,1.243896165109886986e+00
1.906265542884006403e-01,-1.349003389974852674e+01,-1.133092702194472068e+01,3.597109397198764924e+01,-7.969964894944253642e-01
5.862946701364218915e-01,-1.305821252418776623e+01,-8.953701923501935056e+00,3.710972741964719290e+01,-2.386304451797630621e-01
9.217022736429753005e-01,-1.223731040405060000e+01,-6.395492751368422546e+00,3.746892880917235402e+01,6.921353106784943199e-01
2.742353311365116619e-01,-1.106894687351416451e+01,-3.950098475707068069e+00,3.703585853905684644e+01,-9.577766789541064529e-02
7.563151943132458976e-01,-9.645177193952745753e+00,-1.870747743684735731e+00,3.593508135376216472e+01,1.201784567335455023e+00
7.003495804238193401e-01,-8.090291303899142861e+00,-3.026274747017108080e-01,3.437941755102204411e+01,-7.466966645023427329e-01
7.974681733711982412e-01,-6.532758538059656672e+00,7.356520015318275263e-01,3.259481550350553647e+01,-1.709402430654174410e-01
6.137482061585703974e-01,-5.079076430141359566e+00,1.321275365727884399e+00,3.076030860543762202e+01,8.842693293813987943e-01
9.008331132636879790e-01,-3.799006070967510418e+00,1.575246225969218594e+00,2.898554164179171622e+01,-3.530433167935427274e-01
3.394646981830900523e-01,-2.724155611580164837e+00,1.618622875056994648e+00,2.731995868804830963e+01,4.442643998080371137e-01
8.520679841081038042e-01,-1.855599914252732852e+00,1.549199650434664122e+00,2.577470661292336374e+01,2.806045391666347477e-01
4.789829113510126746e-01,-1.174640001315253368e+00,1.435630573061039250e+00,2.434256169879731146e+01,5.933625400499529245e-01
9.483214715419382435e-01,-6.525858864399948223e-01,1.320994494981114764e+00,2.301056475956355030e+01,4.602107222459372871e-02
1.862298609869900146e-01,-2.578698101557729272e-01,1.229453904697189071e+00,2.176609339178370206e+01,1.613019565619817852e+00
5.758835394822743314e-01,3.959493281481951676e-02,1.172714100331454290e+00,2.059889429665524574e+01,-1.225679500561017488e+00
9.281184160554398765e-01,2.662187663181464492e-01,1.155120743986411513e+00,1.950121527155390311e+01,-7.752809411408795315e-01
2.535155629698888635e-01,4.439991618517994398e-01,1.177269048818891717e+00,1.846730075345928057e+01,-2.095803098091580940e-01
7.191326047474068117e-01,5.906531392452178952e-01,1.238373877355501085e+00,1.749283217602711105e+01,7.683786698286528827e-01
7.675274258391436843e-01,7.201972868672745776e-01,1.337728233004509715e+00,1.657451011500338467e+01,-2.002927870208918160e-01
6.780304904107495867e-01,8.437034760947216272e-01,1.475545804670500560e+00,1.570980480708271543e+01,7.945092209905993963e-01
8.295595490396103777e-01,9.700719418098774360e-01,1.653420496700029663e+00,1.489684701319572113e+01,-2.353158244887078032e-01
5.372839138198728381e-01,1.106741652787907926e+00,1.874572108000851500e+00,1.413442724246252347e+01,7.004619180821646252e-01
9.447176571270347045e-01,1.260307743830496596e+00,2.143992804051394696e+00,1.342208446352610096e+01,-1.073770865647233341e-01
1.984595806698765397e-01,1.437044755874676172e+00,2.468566144760865999e+00,1.276028177347796522e+01,1.139539208703661544e+00
6.044788269388104984e-01,1.643349033651914093e+00,2.857197965034272702e+00,1.215068221288297501e+01,-6.716677532252525173e-01
9.085198639416623978e-01,1.886118819928385815e+00,3.320973227123604321e+00,1.159655329849170968e+01,-6.705163654469126211e-02
3.158237789073254365e-01,2.173089701367429516e+00,3.873330753289272010e+00,1.110334545798860795e+01,1.398107181390217946e+00
8.211006544192844814e-01,2.513137911751798015e+00,4.530223057679649834e+00,1.067950893696180259e+01,-9.784734691930146999e-01
5.581986049797275085e-01,2.916554940937368556e+00,5.310194251339646954e+00,1.033763663328944382e+01,-4.730182417678329143e-01
9.371291050379718657e-01,3.395282803017824147e+00,6.234255429229071055e+00,1.009604547846897660e+01,2.327963294593685672e-01
2.238889530090666657e-01,3.963077328260073529e+00,7.325350098503840002e+00,9.980930924586937536e+00,7.068505091511650962e-01
6.602982209723682328e-01,4.635531882308827178e+00,8.607062379116197093e+00,1.002923318654793228e+01,-1.162439477219293638e-01
8.523570253417563913e-01,5.429837981670301517e+00,1.010100238179976273e+01,1.029230699136032179e+01,1.096361859730451638e+00
4.782092014307736116e-01,6.364070861696193404e+00,1.182198041548515555e+01,1.084032007953387478e+01,-6.190987158213542285e-01
9.481956121713185359e-01,7.455652772453985833e+00,1.376964918673288629e+01,1.176688809708671002e+01,8.254542034465850442e-03
1.866586342754326944e-01,8.718452055309766635e+00,1.591482511828845503e+01,1.319255519460442905e+01,2.809366326315773765e+00
5.769053163982792443e-01,1.015772666790550360e+01,1.817848856787242440e+01,1.526400504614094267e+01,-2.536956292302452010e+00
9.275251747767860877e-01,1.176187904789888705e+01,2.040229390821745881e+01,1.814296713917528692e+01,-2.244597732893833353e+00
2.554444547418983080e-01,1.348996201996260069e+01,2.231299259565680870e+01,2.197472849004869744e+01,-1.927610311550441935e+00
7.227318240773477065e-01,1.525456813510144194e+01,2.349234642032778808e+01,2.682277142392177538e+01,-1.578927923413592449e+00
7.614840312640742681e-01,1.690212379214671046e+01,2.338166176240870797e+01,3.255953559709188028e+01,-1.186836377581961699e+00
6.901791852967767982e-01,1.819803138619910854e+01,2.137271182522560409e+01,3.872702186340035269e+01,-7.287552451361772876e-01
8.125611344234460187e-01,1.883296747400440907e+01,1.704104397770901969e+01,4.444040630942522085e+01,-1.464380043318865843e-01
5.787610415421283738e-01,1.847458277474533261e+01,1.050779035245839843e+01,4.848891984536133037e+01,9.701023464279373565e-01
9.264274536737566734e-01,1.688122429028794613e+01,2.727149632444224814e+00,4.978538497319865286e+01,-4.624850560439396352e-01
2.590065816626012096e-01,1.405040935871920205e+01,-4.682672759861363332e+00,4.805091693366406957e+01,2.501373091099602375e-01
7.293042548086108301e-01,1.030379293500308790e+01,-1.022349112337723653e+01,4.417233198048914034e+01,6.638821354883653880e-01
7.501943231613371621e-01,6.198336123327022662e+00,-1.335174850097146226e+01,3.970965956270062946e+01,-5.604159325762891886e-02
7.121306424997934093e-01,2.288319198467325677e+00,-1.453632164813901362e+01,3.593663855182695244e+01,1.499244963283170140e+00
7.790022439479744598e-01,-1.076608970853942360e+00,-1.460882646256506412e+01,3.335474295101219155e+01,-1.095529215105500054e+00
6.541994419135808148e-01,-3.783052469196166889e+00,-1.420135064736022912e+01,3.189038319942312683e+01,-6.180804346393171667e-01
8.596456220314527830e-01,-5.866712104828978980e+00,-1.362297315903908590e+01,3.126405185476889415e+01,9.736862362245579661e-03
4.584891009037157517e-01,-7.417964315671000008e+00,-1.296752864531506155e+01,3.119507698656578398e+01,2.673692680181348535e+00
9.434520119736287125e-01,-8.527877181599812673e+00,-1.223415873096542761e+01,3.145519284235004775e+01,-2.391664994828766488e+00
2.027311896908544908e-01,-9.269133491472935305e+00,-1.140016635238004028e+01,3.186421061898211704e+01,-2.087537497403043396e+00
6.141987667860639988e-01,-9.695340063654356300e+00,-1.045580534400219008e+01,3.227817932754057750e+01,-1.755598603014258074e+00
9.004428383252601753e-01,-9.847433119723923767e+00,-9.417121168446106694e+00,3.258412819906126145e+01,-1.386850851920116368e+00
3.406530262892362160e-01,-9.761370729468360707e+00,-8.325940828027260210e+00,3.270099744617684934e+01,-9.653567483953076067e-01
8.535124594830404421e-01,-9.474284749180140963e+00,-7.241658434058390270e+00,3.258239615092723795e+01,-4.565033976482559819e-01
4.751099757629563825e-01,-9.027759486155790825e+00,-6.228526746028588690e+00,3.221685903742254453e+01,2.600719070016819234e-01
9.476458494352214545e-01,-8.467912938130350398e+00,-5.342580427570553958e+00,3.162321938375136909e+01,6.402459900999417641e-01
1.885301352369923578e-01,-7.842846436018390932e+00,-4.622106693072084660e+00,3.084145780179716212e+01,-2.231940730465620248e-02
5.813487887091520756e-01,-7.198698487429129322e+00,-4.083962215332212153e+00,2.992158951246112508e+01,2.064876619347568276e+00
9.248530233871040673e-01,-6.575751233009746066e+00,-3.725624100689296281e+00,2.891375565757445898e+01,-1.730664541556300673e+00
2.640996523715798405e-01,-6.005725806545656020e+00,-3.530939020836212805e+00,2.786166423464725739e+01,-1.358804495594609474e+00
7.385338987574039393e-01,-5.510768449403767200e+00,-3.476936373938432912e+00,2.679982584077490415e+01,-9.325917431361080423e-01
7.337860007456517009e-01,-5.104002034310700431e+00,-3.539675284268611222e+00,2.575371362133526176e+01,-4.149917192661350951e-01
7.423076022503456439e-01,-4.791136684302282234e+00,-3.698182783510223892e+00,2.474151242523150529e+01,3.309282374817331673e-01
7.268906983884154682e-01,-4.572545904143870743e+00,-3.936456314936349621e+00,2.377633507987244599e+01,4.875305023732884324e-01
7.543783217423049026e-01,-4.445327986302366696e+00,-4.243985223257730865e+00,2.286825641960665223e+01,2.092087940529233636e-01
7.041083438247598414e-01,-4.405059433693439885e+00,-4.615351185921577226e+00,2.202593420295565707e+01,7.694058938888878041e-01
7.916911791282317257e-01,-4.447117784139066998e+00,-5.049366460138656088e+00,2.125783563775839724e+01,-2.016766866854934337e-01
6.266817728713709457e-01,-4.567567519338984638e+00,-5.548043111714147990e+00,2.057318695141497500e+01,7.905543740004382647e-01
8.890165680042322327e-01,-4.763662637814017664e+00,-6.115531650538263087e+00,1.998277154426533642e+01,-2.300387685503165747e-01
3.749312173091924882e-01,-5.034036440358867104e+00,-6.757048450595549483e+00,1.949967032125194777e+01,7.139032067269132087e-01
8.905596384657102904e-01,-5.378638842406203935e+00,-7.477726868741272348e+00,1.913999246670987731e+01,-1.260002256426754341e-01
3.703600414458279588e-01,-5.798456447673217440e+00,-8.281267944617763277e+00,1.892359271226767703e+01,1.052444985430282198e+00
8.861352283550757436e-01,-6.295018747062126607e+00,-9.168225632910601774e+00,1.887470586444763399e+01,-5.651426843705109615e-01
3.834184246080593050e-01,-6.869660124231821818e+00,-1.013373907336755408e+01,1.902233792973978055e+01,8.820559608762024162e-02
8.983531978607063317e-01,-7.522475914058968094e+00,-1.116453403455810545e+01,1.940012010458731950e+01,1.246751715083868728e+00
3.469959730657660169e-01,-8.250887538158796275e+00,-1.223509114140778031e+01,2.004514579967576182e+01,-8.003946986055753277e-01
8.610411174192510453e-01,-9.047728258808593438e+00,-1.330308146636613387e+01,2.099507857756395879e+01,-2.431538146399160327e-01
4.546673838241025445e-01,-9.898798900320102234e+00,-1.430459234712897576e+01,2.228259437567668755e+01,6.809109082979999394e-01
9.421908248604652369e-01,-1.077995758968187623e+01,-1.515040947032110807e+01,2.392615500221301872e+01,-8.006273254195483968e-02
2.069756427550411559e-01,-1.165404796580972224e+01,-1.572571880697631208e+01,2.591650883322251531e+01,1.299870381752526338e+00
6.237195590324792205e-01,-1.246838213404303985e+01,-1.589682655071609929e+01,2.819966065425074220e+01,-8.633332780020325226e-01
8.918351887086736207e-01,-1.315407101737765139e+01,-1.552910111301515172e+01,3.065983291574929481e+01,-3.259114546872968754e-01
3.665677025806248768e-01,-1.362907703650515145e+01,-1.451876646939235016e+01,3.311005980444212327e+01,4.975920443724232145e-01
8.823441236204722093e-01,-1.380701492308259049e+01,-1.283548316528669986e+01,3.530173768193273531e+01,1.930511748151412244e-01
3.944892903049936339e-01,-1.361270857152341307e+01,-1.056246947920337043e+01,3.696337249105810230e+01,8.155758659478532513e-01
9.076964625306930268e-01,-1.300266075305940383e+01,-7.910904538843626987e+00,3.786766900118846024e+01,-2.632895846381254623e-01
3.183776588718449929e-01,-1.198430951021624935e+01,-5.186567399148072965e+00,3.790531614716017117e+01,6.327302222700307288e-01
8.246506357718866864e-01,-1.062476108800261443e+01,-2.708668561082907100e+00,3.712684786611805521e+01,-1.149855476347638739e-02
5.494874658330571870e-01,-9.041542582618673052e+00,-7.150836285802326664e-01,3.572232843982021677e+01,2.542291564058489328e+00
9.406937647566034899e-01,-7.376250791810985419e+00,6.956532725034061393e-01,3.394644677125530308e+01,-2.250349044581015256e+00
2.119982216776754025e-01,-5.761869978948107374e+00,1.558989861152014100e+00,3.203334335007910738e+01,-1.933884126550857951e+00
6.348089075960786642e-01,-4.297698010928082901e+00,1.992602063201189821e+00,3.014524443383909613e+01,-1.585890891145499193e+00
8.809409220444572863e-01,-3.039637996102228179e+00,2.137142276662462592e+00,2.836622602556252559e+01,-1.194780159653156648e+00
3.985592528652910915e-01,-2.004281941549289847e+00,2.116663321978440315e+00,2.672343786018813105e+01,-7.382955212150585922e-01
9.108971443188578210e-01,-1.180092888843743637e+00,2.023158246657062342e+00,2.521334003952647507e+01,-1.594917858231488239e-01
3.084214398043093608e-01,-5.394426617435823523e-01,1.916924729664313265e+00,2.382087827755401932e+01,9.229051008393756028e-01
8.105310900387152628e-01,-4.816918346200327328e-02,1.833498304156893299e+00,2.252975001651382669e+01,-4.026453868546100434e-01
5.835676800535958275e-01,3.281643140617760412e-01,1.791558388573004201e+00,2.132639698664261729e+01,3.527175951345653537e-01
9.234624828317473666e-01,6.208431289640217177e-01,1.799527987905524595e+00,2.020074765794876370e+01,4.448895217336052976e-01
2.685821974090938369e-01,8.565801007523223820e-01,1.860379672699795428e+00,1.914571894125822027e+01,2.795489192291189529e-01
7.464940424471862013e-01,1.057340015141817080e+00,1.974860098473527836e+00,1.815648521520735770e+01,5.957134053121042605e-01
7.191146107445700597e-01,1.240844031808159276e+00,2.143521737936084470e+00,1.722990130919142615e+01,4.254445154483388336e-02
7.675573919613709606e-01,1.421379573033744403e+00,2.367931556826856632e+00,1.636416876247926311e+01,1.659313346642663056e+00
6.779695596259514012e-01,1.610689969792366893e+00,2.651351582415918173e+00,1.555872768605135015e+01,-1.278228162601062312e+00
8.296419762168706358e-01,1.818822292317077149e+00,2.999105201318251090e+00,1.481433898413241934e+01,-8.377517571089863058e-01
5.370774365601771461e-01,2.054878874117311849e+00,3.418770581183809831e+00,1.413333769292192521e+01,-2.924993817928356332e-01
9.447760020528788161e-01,2.327657215530611445e+00,3.920281398146804985e+00,1.352006287148732255e+01,5.672809710749466827e-01
1.982623703918586222e-01,2.646182052053850153e+00,4.515962372936111358e+00,1.298149427734080241e+01,8.497892325332001562e-02
6.040267309381481819e-01,3.020138116230302483e+00,5.220477131316765274e+00,1.252814908746290712e+01,1.267154180171526257e+00
9.088780691512239329e-01,3.460205919247595130e+00,6.050610122082147768e+00,1.217531237551551904e+01,-8.246297088922713847e-01
3.147111533552343632e-01,3.978286759814505746e+00,7.024731475410212589e+00,1.194468952134445239e+01,-2.752437334970661009e-01
8.195385645743995529e-01,4.587575702933647470e+00,8.161689427940936881e+00,1.186656733793694762e+01,6.053650751304355815e-01
5.620014018489826180e-01,5.302398447935105175e+00,9.478722513090049873e+00,1.198253110887055506e+01,2.832843241743909779e-02
9.353921394412916257e-01,6.137663260966093937e+00,1.098776810659172121e+01,1.234866205390044946e+01,1.909170107559656993e+00
2.296480026683924702e-01,7.107684230091219746e+00,1.268926558239468250e+01,1.303885115691595153e+01,-1.558445796965882257e+00
6.722572306474797754e-01,8.224000500551913007e+00,1.456226270466750883e+01,1.414727161930895249e+01,-1.163437472938349204e+00
8.372442966607116510e-01,9.491652941375031460e+00,1.654951435331041765e+01,1.578795158172622237e+01,-7.005750500711893647e-01
5.178118806053232381e-01,1.090322522376210834e+01,1.853677457203466261e+01,1.808757242916603403e+01,-1.075343502818431052e-01
9.487944002553464484e-01,1.242993509341661884e+01,2.032758768697460638e+01,2.116511446123051954e+01,1.138742899548211618e+00
1.846176279378867469e-01,1.400946561212821706e+01,2.162017960559184360e+01,2.508972026772814345e+01,-6.707022832182781835e-01
5.720290456914041144e-01,1.553160841082094201e+01,2.200320529009873383e+01,2.980934510770080337e+01,-6.568885965985049591e-02
9.302849029917853452e-01,1.682592778667650180e+01,2.100110039043988763e+01,3.505441673559777627e+01,1.409583876172959993e+00
2.464486285779295127e-01,1.766096230742918038e+01,1.820713625122528256e+01,4.025210781523826853e+01,-9.918277986127876922e-01
7.057044677899515506e-01,1.777019709618840082e+01,1.351531323997114598e+01,4.453643967294123485e+01,-4.897742487430056801e-01
7.892055533387606348e-01,1.691922032494494843e+01,7.367891130023823010e+00,4.696455849220460976e+01,2.055920657358794035e-01
6.321685620884808232e-01,1.500895448596072335e+01,8.032224375250338610e-01,4.695296150646864675e+01,7.794830206974348030e-01
8.836195905427607356e-01,1.216780807627358563e+01,-4.902124743720537303e+00,4.468991413959530234e+01,-2.152215612928212174e-01
3.907768370568574512e-01,8.753821512274761574e+00,-8.865675690047735813e+00,4.111348979119935620e+01,7.529559097379239230e-01
9.046671425714438719e-01,5.229922071810261919e+00,-1.098422515695070878e+01,3.736859948414090127e+01,-1.794421547991331689e-01
3.277291141476383340e-01,1.987092626058067690e+00,-1.174448155829286833e+01,3.422667467985198897e+01,8.570094346984906686e-01
8.372264191730416361e-01,-7.592222108121196023e-01,-1.175705151395093750e+01,3.193450457623270822e+01,-3.176791092974871056e-01
5.178577004045664678e-01,-2.958788071439883094e+00,-1.146216721841556208e+01,3.040985529169470780e+01,5.143166307944995186e-01
9.487881896377907687e-01,-4.659463900835018713e+00,-1.109031885222800007e+01,2.946627881557826711e+01,1.665269092067871437e-01
1.846388111982105174e-01,-5.945634891113614984e+00,-1.073187101098851848e+01,2.892824275222822195e+01,8.988859412960577000e-01
5.720798182705839618e-01,-6.902882115088595505e+00,-1.040685374086731940e+01,2.866155887337333041e+01,-3.718778788941135005e-01
9.302570992327022781e-01,-7.603676440244340640e+00,-1.010738340774823385e+01,2.856968809137027066e+01,4.086820673617401756e-01
