yfun0_noise,yfun1_noise,yfun2_noise,yfun3_noise,yfunsqrt_noise,yfunsin_noise,yfunsins_noise,yfunexp_noise,yfunlog_noise
4.916301601188754478e-01,5.161546846433999747e-01,2.667561369465539789e-01,1.359404822987589079e-01,7.158708138552731803e-01,9.295738922499667822e-01,2.209105321988285298e-01,3.382806532123967813e-02,8.982052282938353116e-01
4.872267057672325929e-01,5.127522312927581538e-01,2.634037837461123965e-01,1.323648098101874448e-01,7.121580994352992855e-01,9.366813602036391240e-01,1.763496424804913976e-01,2.970687015616418208e-02,8.940778193979359578e-01
4.730065144436726987e-01,4.995330409701992380e-01,2.502366975797617465e-01,1.189755598186305052e-01,6.986279905085190922e-01,9.328486886207626450e-01,1.285980714338363362e-01,1.577082603347045031e-02,8.801331482292206188e-01
4.920342303232513315e-01,5.195617578507788492e-01,2.703195226225576508e-01,1.388373825171796694e-01,7.183451331241990090e-01,9.611145582867567372e-01,1.210171084058696278e-01,3.508458975702529598e-02,8.994358609581913910e-01
4.756790844543598573e-01,5.042076129828884090e-01,2.550214899228914756e-01,1.233195149722624562e-01,7.026787601960541307e-01,9.528251096766837680e-01,8.503412513168420728e-02,1.901740508850476019e-02,8.833551906173380264e-01
4.785277031849775042e-01,5.080572327145069789e-01,2.589292258287423931e-01,1.270085895498940798e-01,7.062154999285601420e-01,9.625468090959108380e-01,7.505747641756362054e-02,2.215591117421091688e-02,8.864777655274753698e-01
4.789227915612032649e-01,5.094533220917337735e-01,2.603854353862094517e-01,1.282473173142095468e-01,7.072980592155425628e-01,9.686051824682461175e-01,6.902651396941816841e-02,2.284282594417295920e-02,8.871462926963604723e-01
4.821029878142106817e-01,5.136345193457422242e-01,2.646287568264661938e-01,1.322743425144185525e-01,7.111650781271905419e-01,9.762247127617549314e-01,7.157153901552833208e-02,2.631680059967450580e-02,8.905994123057318079e-01
4.807590453293975608e-01,5.132915778619301372e-01,2.643499435349103699e-01,1.317804245539549723e-01,7.105073118792625264e-01,9.780850573386939972e-01,7.459803102273562803e-02,2.526860158297951353e-02,8.895278796805422550e-01
4.845190719045347483e-01,5.180526054380683032e-01,2.691771033093128818e-01,1.363936772486256110e-01,7.149528700912928247e-01,9.838063149479402414e-01,8.680674732515504533e-02,2.932634983606165202e-02,8.935598045471904172e-01
4.955773945883693021e-01,5.301119291229038355e-01,2.813045631984207873e-01,1.483084336652136237e-01,7.266960816252515665e-01,9.955779105820448116e-01,1.093628563989580138e-01,4.068438563979155653e-02,9.048895158722063403e-01
5.138445168700777055e-01,5.493800524056132728e-01,3.006428266914106251e-01,1.674352033109316462e-01,7.456474517750530939e-01,1.013308564919274346e+00,1.410899515310892471e-01,5.925322580397830025e-02,9.234275190517852172e-01
4.771028192864967821e-01,5.136393558230333278e-01,2.649742743251189969e-01,1.315563727406524053e-01,7.095893628738425551e-01,9.747819993869391020e-01,1.186718261117627182e-01,2.281526427519176350e-02,8.869561965190991826e-01
5.180059858941817863e-01,5.555435234317193105e-01,3.069525901561013792e-01,1.733256320289673913e-01,7.511755007661092831e-01,1.012656359281925544e+00,1.736981439638373148e-01,6.402419860941768737e-02,9.281292342164346731e-01
5.089142242428025265e-01,5.474527627813410291e-01,2.989379817340274137e-01,1.651031947435822878e-01,7.427660747811373199e-01,9.992994225933130581e-01,1.775442178838926854e-01,5.524024994605272049e-02,9.193068415686678208e-01
5.090662944618163932e-01,5.486058340013559853e-01,3.001692091883547686e-01,1.661278270319907768e-01,7.435998468197326794e-01,9.939606101668915228e-01,1.885841260975054945e-01,5.570219209518242204e-02,9.197277805700154740e-01
4.956909485253442327e-01,5.362314890658848032e-01,2.878750244932039570e-01,1.536282868863494966e-01,7.309055706191519564e-01,9.738823983237991921e-01,1.833381215770145678e-01,4.263879080306418046e-02,9.066208050489883430e-01
5.032649918027167768e-01,5.448065333442583258e-01,2.965322330179058774e-01,1.620813856940253872e-01,7.391600533037039344e-01,9.735583461073482603e-01,1.957601056670958128e-01,5.052686530328658748e-02,9.144627222190144789e-01
5.095664850201233609e-01,5.521090275626658883e-01,3.039188954886498650e-01,1.692651901992438535e-01,7.461413573464488191e-01,9.707862553692139240e-01,2.033125063998614535e-01,5.714449027903393402e-02,9.210315946401643750e-01
5.106631158527639158e-01,5.542066593963074217e-01,3.061026995806359063e-01,1.712473940952409235e-01,7.479171721614041868e-01,9.616564930190547589e-01,2.019677228697291660e-01,5.855936745585861580e-02,9.223951118113770109e-01
4.942227971241525686e-01,5.387673416686971084e-01,2.907515581173780173e-01,1.556959162235665994e-01,7.321554123028994887e-01,9.338625325375374819e-01,1.795226693047503874e-01,4.243942380160891509e-02,9.062211883698395587e-01
5.125278711373378870e-01,5.580734166828834608e-01,3.101478134019248212e-01,1.748931049053057130e-01,7.511384217968485322e-01,9.397150944192317334e-01,1.886076404020169961e-01,6.106701585827853385e-02,9.247921684222807359e-01
5.204425427023088302e-01,5.669890892488553824e-01,3.191556702442652216e-01,1.837031709684831815e-01,7.597304071682059456e-01,9.341095082693119389e-01,1.846393342171661067e-01,6.930636277004467716e-02,9.329722585724500306e-01
5.164940197599497962e-01,5.640415673074973268e-01,3.163023365852836166e-01,1.806533283720194727e-01,7.564585780649727420e-01,9.156067756317356476e-01,1.668790883925802548e-01,6.568468690786061215e-02,9.292886685451458018e-01
5.119619551517204936e-01,5.605105037002690027e-01,3.128674652664397704e-01,1.770232359754103368e-01,7.526025890279267605e-01,8.955229272925159245e-01,1.474918403069031270e-01,6.148165563977674164e-02,9.250210529559668160e-01
4.897186322943276049e-01,5.392681818438772590e-01,2.917233397044404208e-01,1.556851832133986091e-01,7.310347251653441791e-01,8.567691180284724428e-01,1.103494745112709313e-01,3.956956700625800100e-02,9.030416969860550758e-01
5.000800525998165824e-01,5.506306031503671594e-01,3.031859613113309093e-01,1.669551775160657003e-01,7.420709895731402161e-01,8.497026168691729220e-01,1.068401907857511185e-01,5.026443714092528742e-02,9.136666038022582814e-01
5.024987449437050557e-01,5.540502964952566112e-01,3.067078589626288654e-01,1.702857537769653096e-01,7.451639128030517201e-01,8.338195134175112599e-01,9.751638464486327151e-02,5.301880973934364194e-02,9.163483040253340706e-01
4.921394524188383857e-01,5.446920049713909195e-01,2.974537757511797609e-01,1.608416611069789504e-01,7.354782396165417957e-01,8.043302957244305995e-01,7.862399641388502503e-02,4.299744281353609643e-02,9.062515424838729627e-01
5.037142633642800460e-01,5.572678169178335583e-01,3.101358000160468475e-01,1.733349938632060272e-01,7.477260600137374258e-01,7.959948669792438203e-01,8.589175426844894434e-02,5.491243972153713598e-02,9.180884092432600729e-01
5.028678564074038349e-01,5.574224109619584366e-01,3.103986103846042011e-01,1.734104366910564632e-01,7.475520542755703657e-01,7.745076710394962483e-01,8.587282275994212455e-02,5.440849421015282045e-02,9.175035846478329926e-01
4.991503308946596551e-01,5.547058864502152353e-01,3.077923062033016133e-01,1.706180949550163417e-01,7.445063233945896641e-01,7.494703984745811898e-01,8.887807988683844862e-02,5.103572084639814571e-02,9.140471697517166261e-01
4.974524438124247050e-01,5.540090003689812637e-01,3.072076444585162269e-01,1.698487316594986807e-01,7.434796259958600384e-01,7.258270945353965109e-01,1.003774355033059812e-01,4.968489193902459605e-02,9.126099232397409944e-01
4.993996228548910343e-01,5.569571804124485714e-01,3.102700528444401473e-01,1.727277805167317382e-01,7.460973914048966149e-01,7.052580390293247126e-01,1.223669288961131141e-01,5.198145060708925930e-02,9.148172744953944058e-01
5.005712908589696752e-01,5.591298494175281908e-01,3.125589541979844066e-01,1.748346703816625880e-01,7.479390440826142461e-01,6.833989336534214143e-01,1.505692307920802053e-01,5.350483521554406235e-02,9.162486480357940888e-01
4.937702825427205955e-01,5.533298421022802005e-01,3.068771832372088615e-01,1.689722419903872397e-01,7.418074203638047592e-01,6.531101780649983812e-01,1.776930991110634017e-01,4.705789611435583220e-02,9.097068802501808715e-01
4.927908063702903796e-01,5.533513669308509630e-01,3.070189484262602631e-01,1.689347098250882917e-01,7.414967303221184913e-01,6.282446878642019561e-01,2.172006572894989163e-01,4.643485750413906682e-02,9.089861812649211448e-01
4.991358436958787115e-01,5.606974052574402734e-01,3.144872311193381842e-01,1.762250612580016085e-01,7.485099569140772902e-01,6.103651470007070978e-01,2.700334342837625856e-01,5.313871658082159471e-02,9.155895340875380706e-01
4.809025376394575058e-01,5.434651002020201016e-01,2.973791744364146505e-01,1.589404454271350908e-01,7.309442448548379989e-01,5.676292474240419716e-01,3.035153946582874185e-01,3.526663241206770549e-02,8.976140834824933856e-01
4.684354215830646706e-01,5.319989851466282449e-01,2.860393117595274037e-01,1.474254017325627164e-01,7.191441291145304060e-01,5.304427662393428333e-01,3.470321264225331714e-01,2.316315443428094978e-02,8.854043644675441138e-01
4.963203014276276748e-01,5.608848659921922275e-01,3.150534489896040791e-01,1.762657420932479402e-01,7.476954171751246658e-01,5.334532948867578561e-01,4.340579874600233312e-01,5.141410471014091349e-02,9.135461845706281947e-01
4.799601963323368858e-01,5.455257618979024725e-01,2.998246052858349331e-01,1.608644916864173657e-01,7.320011297698497676e-01,4.921260254491605091e-01,4.787713112031511953e-01,3.542251866869534915e-02,8.974425645693006048e-01
5.279516318825157040e-01,5.945181984490822691e-01,3.489493062335433660e-01,2.098181821154302684e-01,7.806577940511049141e-01,5.151198884200819395e-01,5.884744225513497407e-01,8.378493827395279425e-02,9.456900316586631661e-01
5.122942026079093658e-01,5.798617701754769094e-01,3.344271463624746699e-01,1.951264139280680654e-01,7.656650061087934001e-01,4.744969592422315641e-01,6.338496605384958960e-01,6.850097454389984797e-02,9.302881819697148558e-01
5.212114750167350374e-01,5.897800435853035594e-01,3.444816921808461774e-01,2.050127596505840200e-01,7.752463340044137841e-01,4.585432051718054680e-01,7.018276495184908592e-01,7.779421058528386557e-02,9.394605836034620738e-01
5.124521917519285763e-01,5.820217613214981878e-01,3.368616863315932464e-01,1.972259679439497815e-01,7.671505219273502263e-01,4.250695334653535329e-01,7.489349139290953916e-01,6.941340575059712359e-02,9.309559807872241910e-01
4.945444300561725459e-01,5.651150006267431358e-01,3.200952060573989955e-01,1.802941220688843160e-01,7.499056486599414706e-01,3.826657944656599031e-01,7.825916623965245567e-01,5.188665410384829535e-02,9.133024523397215155e-01
5.085123799779881493e-01,5.800839515495597176e-01,3.352064414067843501e-01,1.952414180919447295e-01,7.645359057836151884e-01,3.724174054072471596e-01,8.428676900631898450e-01,6.623816262740123140e-02,9.275241898772249582e-01
5.088360770460024218e-01,5.814086496185749686e-01,3.366754279083762347e-01,1.965478975597940159e-01,7.655213303531965829e-01,3.488649300545671461e-01,8.834751965229873383e-01,6.694798389699486985e-02,9.281012304878819563e-01
4.765839080141533457e-01,5.501574815877268154e-01,3.055705523161129644e-01,1.652819532444064488e-01,7.339303106421539713e-01,2.931364331581413074e-01,8.849270410205910542e-01,3.508452182770661898e-02,8.961019624769785974e-01
5.133356404632578585e-01,5.879102150378324732e-01,3.434715822108111993e-01,2.030233587446348964e-01,7.713426157442077047e-01,3.068703608922093706e-01,9.484771807575049785e-01,7.222756127628232603e-02,9.331061549685646384e-01
4.847678416777372323e-01,5.603434172533128255e-01,3.160550848768923227e-01,1.754486873629366173e-01,7.434348144500964040e-01,2.558008130655409218e-01,9.397144847526360811e-01,4.405368691862978497e-02,9.047903767822355059e-01
4.799749231222115720e-01,5.565514996987881435e-01,3.124154717789764391e-01,1.716523565819678687e-01,7.393013197242107593e-01,2.290784437966744969e-01,9.478828453181211700e-01,3.965732772718634502e-02,9.002490409097830826e-01
5.125959916690907558e-01,5.901735692466683059e-01,3.461918497894733715e-01,2.052734792921745988e-01,7.725812399322248281e-01,2.403971721641663117e-01,9.869978251829305549e-01,7.267760819928785476e-02,9.331212557428414378e-01
4.902648029979347344e-01,5.688433815765132628e-01,3.250179745879431814e-01,1.839458171911528550e-01,7.509083322404955796e-01,1.974439986039819572e-01,9.652775613563192580e-01,5.074830175731220167e-02,9.110407784723031366e-01
4.836683472964421471e-01,5.632479268760217650e-01,3.195808363620843418e-01,1.783563664846371799e-01,7.449695883170907029e-01,1.709574575263173579e-01,9.541742332685169137e-01,4.455641645045645138e-02,9.046946007893615915e-01
5.201878837252296162e-01,6.007684643058102125e-01,3.572616942725135858e-01,2.158863923512803762e-01,7.821462687966065364e-01,1.883685229466749711e-01,9.819810097217041012e-01,8.148322942031037408e-02,9.414639833503447575e-01
4.699851893495620159e-01,5.515667709311435907e-01,3.082223253844958433e-01,1.666976778743834153e-01,7.326001522119370835e-01,1.198867331563414906e-01,9.198786152368584323e-01,3.169053583338553998e-02,8.915107047084992464e-01
4.869073614241986592e-01,5.694899440067812124e-01,3.263098269527903161e-01,1.846373263267415410e-01,7.501783372791585025e-01,1.194048736290439505e-01,9.227964514934322571e-01,4.902545116676583492e-02,9.086818635988895831e-01
5.191057507153588046e-01,6.026893342989423363e-01,3.596755497436162630e-01,2.178566944926101090e-01,7.830321762195324720e-01,1.351177961461630384e-01,9.399856065597221866e-01,8.163934453088340926e-02,9.411288122604157813e-01
5.454035280042283107e-01,6.299881125888129318e-01,3.871426645381596532e-01,2.451789591712111860e-01,8.099848412630501482e-01,1.458898765703525169e-01,9.513400972477553674e-01,1.083554051738403190e-01,9.676747229393736216e-01
5.010952088175474328e-01,5.866807944031330324e-01,3.440056868631606313e-01,2.018986419073209304e-01,7.663308493790581544e-01,8.705443658488876135e-02,8.931515274664993953e-01,6.446816721281674323e-02,9.236141126200929641e-01
5.155240641174598792e-01,6.021106507040464573e-01,3.596078876807629054e-01,2.173590196811190922e-01,7.814134729661439405e-01,8.799105738833409851e-02,8.956448886576129365e-01,7.932092032474696852e-02,9.382902537148384292e-01
4.830565362781805705e-01,5.706441238657681270e-01,3.283157093651815073e-01,1.859265408848567447e-01,7.495991558288404022e-01,4.309990491452485306e-02,8.539162887798495971e-01,4.728012572381845580e-02,9.060695900405293379e-01
5.352640851168546376e-01,6.238526737054431726e-01,3.817006117335614013e-01,2.391726713537150328e-01,8.024593592085219607e-01,8.398349157209455962e-02,9.000845040340068604e-01,9.991726219316818258e-02,9.585235828496468935e-01
4.899701687204884859e-01,5.795597583100781103e-01,3.375860528729091592e-01,1.949208751927365146e-01,7.578175426103713752e-01,2.849357945609538867e-02,8.523152711692603134e-01,5.505580691265705984e-02,9.134756916572177587e-01
4.521439144705050039e-01,5.427345050610955512e-01,3.009411601646476142e-01,1.581402858013800095e-01,7.206428348279707574e-01,-1.837521937272197647e-02,8.157007841595653730e-01,1.766490648427296306e-02,8.758950452654170604e-01
5.018616353584105516e-01,5.934532269500021329e-01,3.518422466002830706e-01,2.089072221891880021e-01,7.710115502590050296e-01,2.347600972932991498e-02,8.702161177871611253e-01,6.782089324865284152e-02,9.258579580792860586e-01
5.024245706552212809e-01,5.950171632478138406e-01,3.535905514508316250e-01,2.105229296452126031e-01,7.722249295747223297e-01,1.736816816594191279e-02,8.788411610631904347e-01,6.882502595536821310e-02,9.266656707762056522e-01
4.866758321625012096e-01,5.802694257560947477e-01,3.390291865178575725e-01,1.958305259890540939e-01,7.571260859710087221e-01,-3.838958793244296591e-03,8.738908738731746562e-01,5.352043601482966984e-02,9.111612965569846345e-01
5.043779247312182301e-01,5.989725193258128577e-01,3.579206566523285282e-01,2.145925220897162422e-01,7.754775256872781242e-01,9.630776831230581508e-03,9.044147026802703548e-01,7.166964801801374574e-02,9.291073416647621652e-01
5.223122571433356232e-01,6.179078527389312292e-01,3.770463706362078282e-01,2.335903327471984536e-01,7.940606588880982919e-01,2.456936250952215448e-02,9.363256947677871533e-01,9.005409061893224210e-02,9.472852162666478559e-01
4.770742025744492687e-01,5.736707991710459087e-01,3.330017016450914635e-01,1.894193371551327054e-01,7.494708601258635028e-01,-2.242034077609394993e-02,9.052316848300230312e-01,4.526915699815239891e-02,9.022902949164057773e-01
5.084994962962074982e-01,6.060970938938050612e-01,3.656223849506277102e-01,2.219152766032033708e-01,7.815438660432469931e-01,8.501780455581448015e-03,9.499028946467922285e-01,7.715060256610596634e-02,9.339583142569213292e-01
4.832675985536870611e-01,5.818661971522857135e-01,3.415878807978932064e-01,1.977576173545231852e-01,7.569591382506121180e-01,-1.598355588119710832e-02,9.359199230532845304e-01,5.237790784136008015e-02,9.089687358976230591e-01
5.252532411918703348e-01,6.248528407914699656e-01,3.847729210318704962e-01,2.408210972721107068e-01,7.995914099525220919e-01,2.799651604384037137e-02,9.860715561010778840e-01,9.482582507799583449e-02,9.511962930410068351e-01
5.096985593003622306e-01,6.102991599009628398e-01,3.704196407421643800e-01,2.263478574636068053e-01,7.846828175924908111e-01,1.567914628576025371e-02,9.745729433974466005e-01,7.973650991123186482e-02,9.358831221273973267e-01
4.912840239834991851e-01,5.928856255851008283e-01,3.532085110331113498e-01,2.090183750513839867e-01,7.669138336231247077e-01,1.736714354524940968e-03,9.551805088574227831e-01,6.179045412844676177e-02,9.177096956051029597e-01
5.046867405957359276e-01,6.072893431983384938e-01,3.678166372591660793e-01,2.235097614079330497e-01,7.809615647415423245e-01,2.083514767515149205e-02,9.617903934678831979e-01,7.566478390548499189e-02,9.313531201658472591e-01
4.933844166468212000e-01,5.969880202504248556e-01,3.577217269300774216e-01,2.132997300610388891e-01,7.703037197945828973e-01,1.643791743188930191e-02,9.372771191541647839e-01,6.483722771275805818e-02,9.202911046499893111e-01
5.110213301633546035e-01,6.156259347679592375e-01,3.765680580724448112e-01,2.320325650553370644e-01,7.885845781403951760e-01,4.217204251317775709e-02,9.348874055030115260e-01,8.295208467773290684e-02,9.381679284081244630e-01
4.995848530732218684e-01,6.051904586788274809e-01,3.663430026141542006e-01,2.216956443367494589e-01,7.777915130329049465e-01,4.000465603493680994e-02,8.964365668019402822e-01,7.199674797030501672e-02,9.269709646855635032e-01
5.222368771715787394e-01,6.288434837781853304e-01,3.902084523503611679e-01,2.454508657184677756e-01,8.010864175878305016e-01,7.307448189304141528e-02,8.851510267831369516e-01,9.513313076972623739e-02,9.498621065883599002e-01
5.452487500859397596e-01,6.528563576935473289e-01,4.144357549085801451e-01,2.695695828460425991e-01,8.247406407478039547e-01,1.076268286360928667e-01,8.676050976326665776e-01,1.186326022306441463e-01,9.731127030484418849e-01
5.058244093619279624e-01,6.144330179705366213e-01,3.762288478344344989e-01,2.312557392831331438e-01,7.859581213681510192e-01,8.083678863530446845e-02,7.815366183003484846e-01,7.969912156980880902e-02,9.339266929094043324e-01
5.148297747803771696e-01,6.244393843899868068e-01,3.864536509087577731e-01,2.413752608286091894e-01,7.956047805340256129e-01,1.035387024995201022e-01,7.385597907030976295e-01,8.919863038413736178e-02,9.431699972436538015e-01
5.064136134815185875e-01,6.170242240921292032e-01,3.792589312717812855e-01,2.340769206407380121e-01,7.878293866846262095e-01,1.098471031308803636e-01,6.737610674365338559e-01,8.127991777587129096e-02,9.349913844766370996e-01
4.913896576010113870e-01,6.030012692126229812e-01,3.654584210591642068e-01,2.201744568732149909e-01,7.734456732492587250e-01,1.105389189286225538e-01,5.990488449120198178e-01,6.675673798958234317e-02,9.202045880229133834e-01
5.082085409196323011e-01,6.208211535322448738e-01,3.835027540516832700e-01,2.381185093248526785e-01,7.909042752970547596e-01,1.440255024289433528e-01,5.540867990641593632e-01,8.407974706284480904e-02,9.372602429358850573e-01
5.166018744147155006e-01,6.302154880283291627e-01,3.931235412266725904e-01,2.476406949910215094e-01,7.999368050884431147e-01,1.699968040390918422e-01,4.998947000316941169e-01,9.298057837866507969e-02,9.458899614592789495e-01
5.143915097676025061e-01,6.290061243822171466e-01,3.921426342654737995e-01,2.465628715710989904e-01,7.983651155826290147e-01,1.862307396745533361e-01,4.356114568937620168e-01,9.128110617392690140e-02,9.439155965346360810e-01
5.026621934090761412e-01,6.182778090246917602e-01,3.816447795988696101e-01,2.359697915139039315e-01,7.872739544830583691e-01,1.937659546210086792e-01,3.636204148298008421e-01,8.006609958582779074e-02,9.324218958467870300e-01
4.973740042360836888e-01,6.139906208527002862e-01,3.775900561238072495e-01,2.318215397344197126e-01,7.826234019541696840e-01,2.085143764799167465e-01,3.011151629338444380e-01,7.529566036961188313e-02,9.273689395406142788e-01
5.311021451330151244e-01,6.487197627506327002e-01,4.125536667246768041e-01,2.666933251350723788e-01,8.169886621427024931e-01,2.630011270429530867e-01,2.817952589708510036e-01,1.095450144208635485e-01,9.613319317423700827e-01
5.157896343776893211e-01,6.344082529963079864e-01,3.984786296792972582e-01,2.525281720117170670e-01,8.023127545837126506e-01,2.691173388746448403e-01,2.185791512664869707e-01,9.475720318251663887e-02,9.462538919657026426e-01
5.234953137837100590e-01,6.431149334033297027e-01,4.074237868012721697e-01,2.613849281959932935e-01,8.106545223429567626e-01,2.988682931419940902e-01,1.843182776173788728e-01,1.029910917882396332e-01,9.541936632540505281e-01
4.889152479154260100e-01,6.095358685360466877e-01,3.740852026549503218e-01,2.279596642702859666e-01,7.767100312318813149e-01,2.868949527031519620e-01,1.142917453038673897e-01,6.894276827843273669e-02,9.198473113956415759e-01
5.241804552396975847e-01,6.458020768613191853e-01,4.105938957071920692e-01,2.643834047194914549e-01,8.126103009594176640e-01,3.452718309847601641e-01,1.209855766113880626e-01,1.047432747530373798e-01,9.553458560752978723e-01
4.752079008980369945e-01,5.978305235206595736e-01,3.628668310995097346e-01,2.165731207031581507e-01,7.642722979041512987e-01,3.198581259872633198e-01,5.043416537534690242e-02,5.630960014472755765e-02,9.066062636466148961e-01
5.081173291369863732e-01,6.317409527606100417e-01,3.970237530784453406e-01,2.506485624858642014e-01,7.978157675447267172e-01,3.767146971030528313e-01,6.863688226430321448e-02,8.976151265034428006e-02,9.397482795623759433e-01
5.004996471268340352e-01,6.251242717514586822e-01,3.906555688142873128e-01,2.442006432559339912e-01,7.908316182785929405e-01,3.933725961166593676e-01,5.283552980572590874e-02,8.268994355067708912e-02,9.323628121933069668e-01
5.027499016998234760e-01,6.283755273254491014e-01,3.941573251392789246e-01,2.476244158636469739e-01,7.937148981602393238e-01,4.201661935502433165e-01,5.286530807267281196e-02,8.548996394974414659e-02,9.348449095663221575e-01
4.930166241007213346e-01,6.196432507273479384e-01,3.856775532981870924e-01,2.390684175718059690e-01,7.846141396517914979e-01,4.351826750733459037e-01,4.613033088231022205e-02,7.631012952643939640e-02,9.253431041151294334e-01
5.158189383850553256e-01,6.434465660126829079e-01,4.097353773465393645e-01,2.630517784539747606e-01,8.080484680212762783e-01,4.828793032331147317e-01,7.625402766286504264e-02,9.966958893385625962e-02,9.483765210785040090e-01
5.091475210719557110e-01,6.377761497005843827e-01,4.043214738034660027e-01,2.575651810473195136e-01,8.020085609954902273e-01,5.011845317286975909e-01,8.021917523410969364e-02,9.355904345322194060e-02,9.419358381531669488e-01
5.033171729787730975e-01,6.329468026084027477e-01,3.997506434863176694e-01,2.529234321872271263e-01,7.968092205946454287e-01,5.203507327705126917e-01,8.726374781084098031e-02,8.829331882961657940e-02,9.363358573284389363e-01
5.351039482643888956e-01,6.657345788950195242e-01,4.327989405539757195e-01,2.859025920506148011e-01,8.292265021757047050e-01,5.770914821625533486e-01,1.330637911439919441e-01,1.206484943163907697e-01,9.683526339295854823e-01
5.177089942862381777e-01,6.493406259178697848e-01,4.166675123638753364e-01,2.697038140129539019e-01,8.124615542894330078e-01,5.845455553227669743e-01,1.297436381919434001e-01,1.038257425333044687e-01,9.511873164748765319e-01
5.031153757432297313e-01,6.357480083758623168e-01,4.033394236149252521e-01,2.563101687911892856e-01,7.984974428233423405e-01,5.946339073233396499e-01,1.282778797407288507e-01,8.980815361056923574e-02,9.368229708185413784e-01
4.998047605744397881e-01,6.334383942080734631e-01,4.012963422462016427e-01,2.542033303424330315e-01,7.958158369004125765e-01,6.157765140311086682e-01,1.362501577529865171e-01,8.707742108867266850e-02,9.337412660494960326e-01
4.662304740673202108e-01,6.008651087019548642e-01,3.689915935451564266e-01,2.218366299721732382e-01,7.628700629873252925e-01,6.063655804138299299e-01,1.113636007630599972e-01,5.408689602772401295e-02,9.003955285995877134e-01
4.891094773630957904e-01,6.247451129987313667e-01,3.931421386530143391e-01,2.459270348396706551e-01,7.863770833998866561e-01,6.530576718145324477e-01,1.397639602215615118e-01,7.755356551399747445e-02,9.235027207490255075e-01
4.918190167334209884e-01,6.284556533700575987e-01,3.971252238414298974e-01,2.498517972346158689e-01,7.897141455797103138e-01,6.791705141862252049e-01,1.444599464543801504e-01,8.085470193774151049e-02,9.264400899030713621e-01
4.862190879997229653e-01,6.238567256373606096e-01,3.928008449318302620e-01,2.454709189964720817e-01,7.847412465135852333e-01,6.965056072810364984e-01,1.371609602404147699e-01,7.585032741368308296e-02,9.210676330114166976e-01
4.981497658225884084e-01,6.367884044612270866e-01,4.060090765848020644e-01,2.586244808038620224e-01,7.972984620228880104e-01,7.308457001493083860e-01,1.437806585367517598e-01,8.838054307158277334e-02,9.332254258576032635e-01
5.309429676960220057e-01,6.705826073356616623e-01,4.400818362943499928e-01,2.926444061688263654e-01,8.307177107578667119e-01,7.854666984180332934e-01,1.679456745337656598e-01,1.217772930516701213e-01,9.662453870533146416e-01
5.087362800441899147e-01,6.493769206848305497e-01,4.191567104846404268e-01,2.716682875335676428e-01,8.091365802944089358e-01,7.844516303880839647e-01,1.342972412891424439e-01,1.001781906025710073e-01,9.442651041351524110e-01
4.960119810866075452e-01,6.376536227282492142e-01,4.077159773751884431e-01,2.601784091356368900e-01,7.970373499992543520e-01,7.922298062663019058e-01,1.080093421018408356e-01,8.806554094768737073e-02,9.317668564298570155e-01
4.815513062084822438e-01,6.241939488511248912e-01,3.945408723512015547e-01,2.469560123782778005e-01,7.832012564003616450e-01,7.975312159282916813e-01,7.871426901767403228e-02,7.422060665674085067e-02,9.175318804246829218e-01
5.161742956585504416e-01,6.598179393021941230e-01,4.304514356614161930e-01,2.828211435282628194e-01,8.184483408847709196e-01,8.511265047033284015e-01,9.820707877320347667e-02,1.094634553448175923e-01,9.523802174652676866e-01
4.960846361153523065e-01,6.407292807599970219e-01,4.116513539843724701e-01,2.639774952821681286e-01,7.989822912649017228e-01,8.491719384022279327e-01,6.374977518371739704e-02,8.999780123985907931e-02,9.325155553219395266e-01
5.317792111452734893e-01,6.774248567909191276e-01,4.486375108864560368e-01,3.009219572244153929e-01,8.352999922366188823e-01,9.021190723028391645e-01,8.693656190556492414e-02,1.263205556419288722e-01,9.684347786477889297e-01
5.026804320798885506e-01,6.493270787265351673e-01,4.208323176992416204e-01,2.730769467046153531e-01,8.068238562566001359e-01,8.893471953245219996e-01,4.828001247417869346e-02,9.785415780178824408e-02,9.395602998560461661e-01
5.243637082966838836e-01,6.720113559443314788e-01,4.438111838002154474e-01,2.960178791182904723e-01,8.291292938230827581e-01,9.263909080924331851e-01,6.439236762295577621e-02,1.201740452028597500e-01,9.614675294008329098e-01
5.080321957180634618e-01,6.566808443667121464e-01,4.287772651117815470e-01,2.809479164058806266e-01,8.134194619748926769e-01,9.244149734371553961e-01,4.741595152374021571e-02,1.044834020614825859e-01,9.453596242762005719e-01
5.012857735005276094e-01,6.509354231501772725e-01,4.233304407904401323e-01,2.754669437419222655e-01,8.072942409806463937e-01,9.309833890466250317e-01,4.575143763169011585e-02,9.838213601734864533e-02,9.388364647053396572e-01
5.021437489041947755e-01,6.527943995548454170e-01,4.254900180963098744e-01,2.775942744045699628e-01,8.087729392082965152e-01,9.440821820206227732e-01,5.804510167033291590e-02,9.988958300429028048e-02,9.399173590101312925e-01
5.106313529774141324e-01,6.622830046290657524e-01,4.352812280777396681e-01,2.873551454602088495e-01,8.178807888097667789e-01,9.637059877384684947e-01,8.474655342307638173e-02,1.090310029361673955e-01,9.486275392957910224e-01
