uniform,persistent,antipersistent
3.657204518005744420e-01,7.900985524998523912e-01,6.248598638892725043e-01
9.020235261384604852e-01,7.911703289575843234e-01,6.580713926836047056e-01
6.130904365647547039e-01,7.881061033974372521e-01,6.289441922009746389e-01
4.053926325548985465e-01,7.867694008159961117e-01,6.180491940921988281e-01
7.379547225938163368e-01,7.842654451590256315e-01,5.234932825356897190e-01
8.011693315724531805e-01,7.848929693798926133e-01,4.990357466416074361e-01
6.117208111978156282e-01,7.845559192638040802e-01,5.514641920886326210e-01
1.266332131173488751e-01,7.870171012293587509e-01,4.934578627227739767e-01
8.909637526552888209e-01,7.879663845037758740e-01,4.878098057678244559e-01
6.554746388143953828e-01,7.851914789372878012e-01,3.672051084087368245e-01
2.258229472943097393e-01,7.866488423521571516e-01,3.873860186822482565e-01
1.032761169634343057e-01,7.868297885319804896e-01,3.693427275482819572e-01
5.786032573529841239e-01,7.901538974766748602e-01,3.013875322974526316e-01
5.580296255055806620e-01,7.897850410662651255e-01,3.338353058928153483e-01
3.438109443084680361e-02,7.863662482714843804e-01,3.054376256330184614e-01
8.364681237427118443e-01,7.852755694323783064e-01,4.412291899318541155e-01
7.751662493701775292e-01,7.904527472925686471e-01,4.885696371289739437e-01
7.916440057496576532e-02,7.920970062895359431e-01,4.935796486114472637e-01
7.430603817044281190e-01,7.913625378899002971e-01,6.280595974754632493e-01
5.063717855817156943e-01,7.982303188854522613e-01,6.078263227625346765e-01
9.414366537219370779e-01,7.941409042380135341e-01,6.235331905855284740e-01
8.661022931311087580e-01,7.976634593871810841e-01,6.021307729241449636e-01
2.724964651238489521e-01,7.989727254109676435e-01,6.309941780286729696e-01
7.871952410479565732e-02,8.029425717396533324e-01,6.146595517120119201e-01
1.110010501093332547e-01,7.994889236992028803e-01,5.773865252799605940e-01
1.080333891250568890e-01,8.047970388621894511e-01,7.491728989263781724e-01
7.448844047914578992e-01,8.025345399711888428e-01,7.201087708984779123e-01
8.571053388608161905e-01,8.032189238935316666e-01,5.917045356490586716e-01
5.472815678046508703e-01,8.071737052277523361e-01,4.874639809200980167e-01
1.952310955327949404e-01,8.074427013119682695e-01,4.184153762025472623e-01
9.849184707196928512e-01,8.108230504625391077e-01,4.671323981176832008e-01
3.393449348228793072e-01,8.124211767539448736e-01,3.746350256692989045e-01
8.881486539861368490e-01,8.092453802488194237e-01,3.575547938155907435e-01
1.353656174248801802e-01,8.060816494338490790e-01,3.915891036016534987e-01
8.254011257868160145e-01,8.045224503885145539e-01,4.598793367736345727e-01
9.005315089947386609e-01,8.061051417368105820e-01,6.458332297731943505e-01
7.824799289271389124e-01,8.066380159002651817e-01,5.292967900225207245e-01
5.462595926374267385e-01,8.076749224110083558e-01,5.198395540714392249e-01
3.035616892031306469e-01,8.125894771791670745e-01,5.383807247021538123e-01
2.280673058319684365e-01,8.126883400720930073e-01,5.647689434861092872e-01
6.823114113594110908e-01,8.153204192382579318e-01,5.043104761373592426e-01
7.709307757531622673e-01,8.154354180437067834e-01,4.608156903950410554e-01
6.570141429804665645e-02,8.088511615594898840e-01,5.695436831244298226e-01
3.147871936321253727e-01,8.095529032656123558e-01,6.700126992635229151e-01
2.151926063153813962e-01,8.108459279984404633e-01,5.943172110337793246e-01
9.010111156036979541e-01,8.151886717818345174e-01,6.061764514744919508e-01
4.856076331426328885e-02,8.154113521874121195e-01,5.595167008957849797e-01
5.473986433892201742e-01,8.177821232790232209e-01,5.404226532019210660e-01
2.401377559218624835e-01,8.196365276496284658e-01,4.406391369672499891e-01
9.303169021650609105e-01,8.246746076518594037e-01,2.975459389668002053e-01
3.452991077341375226e-01,8.256661131636698903e-01,3.228214855514968118e-01
2.276727071159668769e-01,8.313224066474186325e-01,1.638754652282084223e-01
2.351909548015146401e-01,8.325535670693435808e-01,1.973053744655563768e-01
5.369488608249072259e-01,8.290623663829226331e-01,2.850485353220080231e-01
1.716188075990466855e-01,8.304276079936371291e-01,2.572195634587060575e-01
4.822107087390946623e-01,8.281552994559473468e-01,3.207414668022832149e-01
7.198870821750413818e-01,8.302931250285867648e-01,5.010748855421667258e-01
3.141428125524724502e-01,8.322229904854994142e-01,4.709832544661977649e-01
5.891995634750576416e-01,8.324843326791460107e-01,5.264116810251756595e-01
3.405725846943992163e-01,8.283065603083160644e-01,3.956368249417950289e-01
7.243681419394367715e-01,8.231902416139134093e-01,3.441817217903152537e-01
8.829756573888014604e-01,8.213855472109931055e-01,3.899272897422007556e-01
7.133944362545062701e-01,8.200149260790945416e-01,3.982688590921052985e-01
7.562808476398125146e-01,8.220957082420532469e-01,2.869429910604319733e-01
3.537234923334875436e-02,8.248593002583752831e-01,1.695205186307325029e-01
2.577136581515248048e-01,8.256270243622065852e-01,2.305327498770184946e-01
1.177696165026931308e-02,8.264499716768249904e-01,2.158706512443062109e-01
7.389207088775925358e-01,8.288924108880749708e-01,3.770783975919767550e-01
8.836253365960876627e-01,8.273545496630327900e-01,4.752300784362881170e-01
2.854080143069082087e-02,8.302623447608351581e-01,4.215179198405086813e-01
5.495566241940837982e-01,8.306357325169406725e-01,3.960756483246674065e-01
1.018680788445793794e-01,8.317054868338243923e-01,3.873634749837762681e-01
1.147259510788843917e-01,8.356529061589192953e-01,3.522208352432703582e-01
9.066871456301689447e-01,8.305368981065326395e-01,3.837682895248182846e-01
9.939153785614074366e-01,8.340699724821769578e-01,5.036586866168168974e-01
6.845973631124488978e-01,8.350254163401252816e-01,4.504671580185292123e-01
1.069218418165418516e-01,8.365570031522993055e-01,2.980286034001830009e-01
4.930087957872568705e-01,8.391120004717480541e-01,2.982672865129761264e-01
3.824516500714894018e-01,8.325049364096995808e-01,4.548610914689751317e-01
2.051853199268051098e-01,8.348125650364809358e-01,4.475263841692328493e-01
3.288294993700193736e-01,8.361890994355103413e-01,4.895732814565906810e-01
4.030011241380774267e-01,8.391435679957606197e-01,3.237552307079735736e-01
3.809495422326057978e-01,8.409788430700770867e-01,3.149162420308902477e-01
8.794207090213285172e-01,8.424146161522549914e-01,3.193070259452763793e-01
3.852933244629718201e-01,8.495699450798114283e-01,3.370857323502720049e-01
6.810608011350171020e-01,8.529232253603564740e-01,4.626221333697733695e-01
8.339574304542498595e-01,8.541640559372167818e-01,5.072818806559095117e-01
8.998871538602332132e-01,8.522739217954918844e-01,5.534069031442584441e-01
3.780006924279956104e-01,8.569758624031386107e-01,4.949487284837575940e-01
3.745634644120658940e-01,8.580344199794401883e-01,3.966804002584755628e-01
6.974461046147839571e-02,8.586888615458774243e-01,5.114251917190463237e-01
5.370891908721294739e-01,8.540361159609385355e-01,4.365389311729976352e-01
5.328505581207444441e-01,8.543596679646593417e-01,5.000850421090012876e-01
8.619047026708103187e-01,8.585309071684663618e-01,5.372589636471879482e-01
6.536999530359131061e-01,8.574813051270105957e-01,5.384248334224073229e-01
7.440318822345667327e-01,8.565807559644318392e-01,4.526386809383238230e-01
3.546725400960551999e-01,8.580942078810674944e-01,4.047632521609995093e-01
9.119849744434074257e-01,8.582713705381590508e-01,2.275176932300930766e-01
5.469244582561407775e-01,8.586559388559812378e-01,3.145293555857476830e-01
4.077569882409929347e-01,8.647565043346080449e-01,3.461662487444409075e-01
5.726638228363198913e-01,8.601274541679506669e-01,3.770301668154634744e-01
8.552858001411166589e-01,8.613458352726568457e-01,3.127442089414390058e-01
3.005011901362748539e-01,8.657297595752223573e-01,4.084273258025400422e-01
4.823604137846251305e-01,8.712795305543029611e-01,4.298130597014157561e-01
1.751025686592498909e-01,8.723027764000007567e-01,4.979970714807567811e-01
6.757164329103030331e-01,8.718895327540711060e-01,5.335092356540021008e-01
5.111494967075613793e-01,8.723176640998122622e-01,3.903771368030932165e-01
5.808995756300403546e-01,8.683961472231590539e-01,3.138114993936416686e-01
7.022040901626077636e-01,8.733578348049891860e-01,3.272994617907813986e-01
9.023221857037326821e-01,8.786277791956431660e-01,2.831234878504529373e-01
2.324048037987340720e-01,8.825124535566420958e-01,2.741496997804291902e-01
2.285358829839390093e-01,8.803304000813647612e-01,1.793225784678470491e-01
1.279654054355342518e-01,8.806751464685893538e-01,2.177310015017679401e-01
4.828373381989916613e-01,8.867637698506077859e-01,2.478389247193287792e-01
6.041667747205790029e-01,8.844737578600400107e-01,4.048590750486065204e-01
2.014797437285155146e-01,8.900123188714650357e-01,5.513801617678901756e-01
8.901614885915235531e-01,8.925573356433128547e-01,5.506015881538347534e-01
9.656890944524773035e-01,8.910402217996413743e-01,5.478485828838083327e-01
6.385606635473176640e-01,8.897030431327511701e-01,5.417392042479244330e-01
3.954931770301070015e-01,8.948945076762503392e-01,5.038137070469725920e-01
8.513789881633119228e-01,8.957519062114908115e-01,4.755576433503284073e-01
8.144581755036208737e-01,8.934324544561297321e-01,4.074705117190065007e-01
2.487715105871360910e-01,8.946601685884369992e-01,3.391604899072901969e-01
5.900059709132732255e-02,8.941260204701149128e-01,4.370936340435955803e-01
8.000345079248676328e-01,8.944760280136589969e-01,5.395993670537310161e-01
1.754494240004642602e-01,8.886185965419677313e-01,5.520500477838551356e-01
1.833381493615554581e-01,8.908485822171514634e-01,4.519080194188881405e-01
2.209044406609647071e-01,8.909149415263298843e-01,4.146338925448800894e-01
3.701803266863857855e-01,8.917741493863177160e-01,4.211113066016533013e-01
1.689125204286636706e-01,8.926289444808135354e-01,3.127175081642956656e-01
5.866300023340093039e-01,8.925392285448460195e-01,2.421865092254548990e-01
1.382547288676855279e-01,8.890963692258415652e-01,1.671878847349819452e-01
3.154789037435314913e-01,8.937103913167034897e-01,2.904568848041889084e-01
6.267966377160946179e-01,8.935304917895202648e-01,4.320264289733020679e-01
8.426049858552892013e-01,8.949165284753313188e-01,3.748579571290968637e-01
9.014445850545761418e-01,9.002425140211725019e-01,4.012724205057699445e-01
3.970763498973896022e-01,9.060220682969469808e-01,4.180441139669094364e-01
2.294869179447122098e-01,9.108299950652600785e-01,3.298426745776717461e-01
7.342565875330905323e-01,9.115962271419505436e-01,4.188465271575108062e-01
4.418869249578828429e-01,9.089512219764889212e-01,5.031929733970553764e-01
5.769509114005684225e-01,8.992167171992146990e-01,4.634182918099973292e-01
2.020747261242283876e-02,8.945985476879305676e-01,4.849140063242496357e-01
9.836768723326881902e-01,8.941772323264406408e-01,5.295779505875259918e-01
5.372730910274083893e-01,8.995345123678955002e-01,4.667655694458752724e-01
9.768407693664854508e-01,9.048234695775830838e-01,5.205166571131594200e-01
9.097458704588279321e-01,9.097015511374428876e-01,4.095745693694272660e-01
9.895674153209353952e-01,9.138999130577843966e-01,4.109400892353435863e-01
3.570365145180997013e-01,9.116246262569600578e-01,4.937848621793656800e-01
8.104991914118619967e-03,9.162086550061480095e-01,4.320793488950517847e-01
8.874104310191640588e-01,9.170722843630709775e-01,4.586136658327113480e-01
8.620554552291924688e-01,9.163036690079107149e-01,5.643046919171966769e-01
1.024395841062536450e-01,9.159243606109225277e-01,5.254663762571272212e-01
4.035052921197784803e-01,9.191421108550109631e-01,5.341778528304567120e-01
6.297346451302388015e-01,9.219514841300834318e-01,6.266124393611922638e-01
1.561252764020091277e-01,9.221855091092502343e-01,5.870387700051961088e-01
8.020457076361736659e-01,9.292026758095237593e-01,4.706273575933761499e-01
2.143130338050432959e-01,9.294653532593099010e-01,4.747752951345565187e-01
7.998648724647634545e-01,9.244557656254610567e-01,4.384341863014785678e-01
1.866867052945323513e-01,9.245020467703505274e-01,4.182944651599359021e-01
2.670967478375372295e-01,9.289436441477535444e-01,4.422252836545406129e-01
7.272728095539884308e-01,9.294661208795143015e-01,4.028217870896478869e-01
9.833996348699852730e-01,9.317565729466608104e-01,4.720146940431118043e-01
6.655130408198146608e-01,9.345848561406601140e-01,4.527266163728818071e-01
8.259726085938603468e-01,9.316885848282997484e-01,4.286984143681776827e-01
1.661540181304832497e-01,9.316653020133546237e-01,5.060000698748643444e-01
6.507297623923702368e-02,9.282606798440956597e-01,4.881476005555651643e-01
9.263741431576434371e-01,9.287626864676620242e-01,6.113176565607998381e-01
1.345470838650353329e-01,9.308374019091235629e-01,5.354826712124193255e-01
8.120059097419823901e-01,9.328715347990896856e-01,4.492562594057809555e-01
8.838897677120254315e-01,9.356493789312557707e-01,5.415165948880599212e-01
2.016824399397565415e-02,9.368796716730590779e-01,6.177650014957718483e-01
2.101290157223045796e-01,9.412316135565879094e-01,5.444850897344080121e-01
9.236652073744231473e-01,9.313612162475801703e-01,4.754771345202812305e-01
4.685197004630708983e-01,9.335327766452590215e-01,4.526124488679096336e-01
5.758280495388428122e-01,9.327594015130562521e-01,4.200353252191945663e-01
7.589875694105393533e-01,9.278945351005303266e-01,4.086743915450383735e-01
6.240520702221720173e-01,9.309045571832873511e-01,4.817760744833968212e-01
4.885947317852830096e-01,9.360276518114833966e-01,3.179185943108698287e-01
8.690737514812418851e-02,9.398898918663193269e-01,9.303488432657326668e-02
9.556503694759015399e-01,9.425963787097276780e-01,1.368023444049746296e-01
1.522231283444841488e-01,9.448334273406627792e-01,1.439171183919981944e-01
4.521275202338312926e-01,9.467628819080861069e-01,2.186382020226399769e-01
3.703253073824870345e-01,9.437544573567578921e-01,3.781926937491164042e-01
4.408975964094873357e-01,9.406496643713533334e-01,4.793557253875270763e-01
5.579782393950503128e-01,9.383745504506412205e-01,4.672470209152687626e-01
2.295813393668565405e-01,9.388739464692076320e-01,5.631341248445679293e-01
7.398708186184371760e-01,9.414843764221711986e-01,4.269147496909544981e-01
1.017042101925564879e-01,9.456584358371665777e-01,3.651484757993623820e-01
2.880113282608511849e-01,9.484143841846293110e-01,3.819003296929476821e-01
9.676207941021520709e-01,9.499344298877884230e-01,4.452631944820255594e-01
3.262345808095981070e-01,9.522795028104807935e-01,4.280326521223107306e-01
5.940538069756015060e-01,9.539959994758868689e-01,3.545744173445752323e-01
6.237875024757502107e-01,9.532455002256762233e-01,3.812991259081417450e-01
6.897937541772911629e-01,9.562888207648575500e-01,4.383303354464914703e-01
4.265758678936865111e-01,9.568748358525898112e-01,4.596623240053101522e-01
5.320583127333204931e-01,9.618038040586809334e-01,3.851290922996227217e-01
9.768622330270009257e-01,9.620477900608812583e-01,2.937847391126036656e-01
3.771909345626676124e-01,9.663184760732578260e-01,2.764167768230748612e-01
3.735118045334043790e-01,9.671207276781720319e-01,3.693603248415295304e-01
2.411276987778819825e-01,9.625982282999132611e-01,2.672565740723670813e-01
8.677821137822386843e-01,9.684268132513325078e-01,2.335705222062254283e-01
2.571051865909552703e-01,9.625417868803870514e-01,3.494452504412867144e-01
4.579807298415055072e-01,9.637806751632611579e-01,2.846408120897013783e-01
6.923855200704533974e-01,9.639936616289975779e-01,2.758695573437648929e-01
3.448451050702709964e-01,9.627263097052977114e-01,3.372187982673451878e-01
8.533462258972701608e-01,9.642001064685322698e-01,3.256050807974219530e-01
3.435679297664784304e-01,9.695345603556054792e-01,2.435293077696998876e-01
5.654842781588336198e-01,9.708546971944959081e-01,1.201567851716775770e-01
4.400356654856768523e-01,9.746294083330657720e-01,1.385017040566594582e-01
2.797037818045776669e-01,9.707060003302506734e-01,2.005949084381135616e-01
5.226352703864477478e-01,9.720774407548140594e-01,1.539486783004616333e-01
4.257747430703906488e-01,9.758099740184383863e-01,2.233504032926127425e-01
3.235612556608830070e-01,9.800499813893227552e-01,2.362938963096658240e-01
4.888936832991571668e-01,9.850782847598068548e-01,1.916506960014612015e-01
8.015651233144747145e-01,9.849487633515930929e-01,2.800799095005271910e-01
3.626887802710917486e-01,9.876012914030362078e-01,2.052833732973799175e-01
7.572337239493338590e-01,9.905416240771950376e-01,1.526613146937780274e-01
1.481982487147451844e-01,9.929530572516405140e-01,2.544251475752153935e-01
5.610435098444377378e-02,9.950782197136790463e-01,4.128385143502673604e-01
7.869191991144415255e-01,1.000000000000000000e+00,3.498414005889775580e-01
9.764122314153480531e-01,9.953111132167687947e-01,4.937449106246717956e-01
3.091558085199428429e-01,9.980874302020764643e-01,5.119583504195298618e-01
1.418921517923955600e-01,9.990078241104431989e-01,2.324514717925222351e-01
6.412990000469076524e-01,9.993859408243758180e-01,2.333233705150518922e-01
